requester_id	num_followers
A32TTE4XXN6MQZ	2
A1YGS704LU925G	2
A3GPJHISH8632S	2
AUTXOGZ8Y5IJ0	2
ACIVI7VWXZYVZ	2
A2O5JA0YA9WN0Q	2
A390WS9CDHBOE1	2
A3OVZSII072YK8	2
A3NBHCAP8DYMWH	2
A128R95WG1CQF2	2
A26WLZT8KZ6JNI	2
A3EZTHE4PBFBOM	2
A2AJGAVCV3HRMW	2
A2DTMXN9WMWBJS	2
A3BQ5AI1UMDKTO	2
A2L1LBZDMPHPDG	2
A27IPX3ZIC70PV	2
A2891W8IGPC3V0	2
A1IH7BAN36YK3R	2
A3EG46USIUDWGA	2
ATMRMLDNGYDJT	2
A29XDCTJMAE5RU	2
A1HN60FBRYG4JS	2
A2KPI9XQJIFQM2	2
A3T2M333HTKKQP	2
AR6NX2KUSG6IP	2
A29NCOB3NRS5IY	2
A3LX9SEM01IMDI	2
A3PS17YC4SHSB8	2
A1JNJP7KSKOGCU	2
A1VEVSJE8XLHVZ	2
A1HQKD2UI6O2HB	2
A163A5ZMUKOOV6	3
A1MLE39BEYJSQ5	3
A351PW5ZEFNTP	3
A25RTM8JJMU7PJ	3
AZP4PTMVB9IWD	3
A1DIWKR9NEY82N	3
A34DG3IZ88WWBT	3
A1TG28EO0HFWAR	3
A3OXUAZ20HY9DO	3
A34JXQ2BSCVM1E	3
A2RVW5XUU68FKS	3
A1PZ5B1OX5KOL8	3
AKIZ6OG8UPR2D	3
ACD19UFPKY2ZV	3
A1PNMSW1RODAZ7	3
A4V6OM27NUH95	3
A2A5SB7NENZHLK	3
A137SUA8T9FFQ3	3
A269UQQCVIV0YH	3
A1HJNQCLR1XONL	3
AA19RJFRWBZDC	3
A3CV1MVF006J21	3
A1V72N7WRG3MGV	3
A3KCUB6P3IE8NL	3
A1VFG9QY70Q93J	3
A35DIGMQ3QH5NW	3
A1EYLLHYJSRVB8	3
A3RSXC99SWTLNV	3
A1H49ETNUV5YI0	3
A2YS1VDIWBNZYN	3
A1JJPEDYMYTIJJ	3
A2ZGBI3CIS8HM	3
A1EHOE9RV6MPPO	3
ADOSO2P0UTPNU	3
A25EF5SRALUAOA	3
A3H7I5VT9H0R4L	3
A3LQN3R9GL1QTN	3
A3PYJESVGMHMS4	3
A24749C8BWGYIF	3
A3MI6MIUNWCR7F	3
A2JQMPZ3IZ0AUC	3
A1HGLM8Z98X6UB	3
A2L84KQ9M89PHM	3
A3BPOGRXF3VJSO	3
A3LT7K9VZ4PDM5	3
A26XV6VOGG6E4	3
AZZ4E7FKHTAXH	3
ANNHBZKJNOBY9	3
A2RP4GZ0ZUAF09	3
A5COCW1PER5WR	3
A198USUSWOB9C7	3
A1CQVE4J6FYT9Q	3
A2OVO94MC77YYJ	3
A30QPAGRXDAKNK	3
A24Z2YNEXGN5BM	3
AS9WIDF5DC7HQ	3
AJHY5MA01W8FO	3
A2I1HKSFEAQZK1	3
A98XFNIQL1ASR	3
A35RS8L3O9PKNB	3
A3S57KPYOP00RI	4
A1V495I9SZOQI7	4
A33AZV67V12LIN	4
AHIW2B0QQNF7X	4
AO1GS3CMM2IGY	4
A1L8N3XFOXKPUS	4
A3MBN3F1E4Y1A1	4
A2YW2GCVA51U3S	4
A2B4SPP84UNKZE	4
A1B2ILT2409W4R	4
AIVP5EEL1EABU	4
A2K624BSY3RAYX	4
A18FWM3BGZIW4S	4
AQJES07AIN6AI	4
A3S0F56AR2HR2U	4
A1M77WFL17YL2G	4
A296YJ2WQNOSKY	4
A2GKA9ZQ3BC5NP	4
AFEG4RKNBSL4T	4
A2005EP47NDO85	4
A5QQWO2U81GM6	4
A1ZCUBP2G0ZGZM	4
A2CQVSX8OBR5X1	4
A2P2MT8IK72CVZ	4
A20M61EJRS6UFF	4
A3D2TTRCZ4LZI	4
A1B88LZPOPVEF0	4
A1B1HKBOWQ4RNE	4
A1VSOQ6MXD1E1J	4
A29P1VFMKWSA	4
A3A0N4OPTWRYPD	4
A3K54QYGJEOX5Q	4
A81966EVO3YG1	4
A1V1AJBB2ICODE	4
A00147046S7WXS8QXI4I	4
