year,batch_size,instances
2013,39884,1
2013,3234,1
2013,10310,1
2013,83519,1
2013,1714,1
2013,1964,3
2013,8916,1
2013,768,2
2013,769,5
2013,2961,1
2013,2960,2
2013,2963,2
2013,1780,1
2013,763,5
2013,1782,1
2013,761,5
2013,766,7
2013,767,6
2013,764,5
2013,765,3
2013,3041,1
2013,3040,1
2013,13068,1
2013,3044,1
2013,17392,1
2013,5378,1
2013,1078,2
2013,1079,1
2013,1077,2
2013,1074,2
2013,1075,2
2013,1072,2
2013,1073,3
2013,1070,2
2013,1071,4
2013,18224,1
2013,78419,1
2013,1676,2
2013,4182,1
2013,1670,1
2013,1673,2
2013,1094,1
2013,1096,1
2013,1090,4
2013,1091,2
2013,1092,2
2013,1093,8
2013,674,5
2013,675,8
2013,676,5
2013,677,4
2013,1098,2
2013,671,5
2013,672,2
2013,673,7
2013,3135,1
2013,3136,5
2013,3130,1
2013,1916,1
2013,15500,1
2013,3139,1
2013,15504,1
2013,645,2
2013,24262,1
2013,2557,2
2013,1418,1
2013,6019,1
2013,1410,2
2013,1411,2
2013,1412,1
2013,1413,4
2013,1414,1
2013,1415,1
2013,1416,2
2013,1417,1
2013,1322,1
2013,1321,2
2013,1326,5
2013,1324,1
2013,1325,4
2013,1328,4
2013,1329,2
2013,6905,1
2013,15343,1
2013,8687,1
2013,9857,2
2013,15670,1
2013,2496,1
2013,5761,2
2013,647,7
2013,5568,1
2013,1620,1
2013,5561,1
2013,1256,2
2013,1257,1
2013,1526,2
2013,1255,1
2013,1520,2
2013,1521,1
2013,1522,2
2013,1523,2
2013,1258,1
2013,1259,2
2013,308,12
2013,309,8
2013,3959,1
2013,300,62
2013,301,14
2013,302,12
2013,303,14
2013,304,15
2013,305,16
2013,306,14
2013,307,24
2013,4112,1
2013,4113,2
2013,4110,1
2013,4111,1
2013,7894,1
2013,4118,1
2013,2254,1
2013,2253,3
2013,7102,1
2013,7424,1
2013,2398,1
2013,2399,2
2013,7429,1
2013,7428,1
2013,3058,1
2013,3059,1
2013,2475,1
2013,39517,1
2013,22427,1
2013,28452,1
2013,22137,1
2013,5946,1
2013,3055,3
2013,43724,1
2013,4065,1
2013,11506,1
2013,2976,1
2013,5784,1
2013,28456,1
2013,5782,1
2013,2975,1
2013,3603,1
2013,7181,1
2013,3607,1
2013,7414,1
2013,3605,2
2013,3609,1
2013,32186,1
2013,5360,1
2013,5361,1
2013,2776,1
2013,2498,1
2013,16188,1
2013,2074,1
2013,623,8
2013,470,5
2013,12749,1
2013,12747,1
2013,6110,1
2013,2358,1
2013,2359,2
2013,10924,1
2013,2353,1
2013,2350,47
2013,1049,2
2013,2355,3
2013,7933,1
2013,4965,1
2013,5491,1
2013,1898,1
2013,24202,1
2013,13345,1
2013,1895,1
2013,1896,1
2013,1443,1
2013,1890,1
2013,3732,3
2013,1892,1
2013,3730,1
2013,959,8
2013,958,2
2013,2134,3
2013,2135,1
2013,2132,3
2013,4697,1
2013,951,3
2013,950,9
2013,953,8
2013,952,6
2013,955,5
2013,954,4
2013,957,7
2013,956,6
2013,1635,3
2013,6025,1
2013,6026,1
2013,5167,2
2013,2640,1
2013,2642,1
2013,2643,1
2013,2644,1
2013,4802,1
2013,14006,1
2013,2647,3
2013,6318,1
2013,4804,2
2013,7391,1
2013,2994,1
2013,3429,1
2013,1703,1
2013,3421,2
2013,3420,1
2013,3424,1
2013,2002,1
2013,2003,2
2013,2000,30
2013,6337,1
2013,4589,1
2013,2007,3
2013,2004,1
2013,2005,1
2013,4856,1
2013,9694,1
2013,4586,1
2013,4581,1
2013,4850,2
2013,10298,1
2013,2068,1
2013,4412,1
2013,1856,2
2013,2100,4
2013,6964,1
2013,3197,1
2013,8159,1
2013,21769,1
2013,3559,1
2013,667,6
2013,1262,1
2013,1261,1
2013,18814,1
2013,2911,1
2013,2912,1
2013,1798,1
2013,719,3
2013,718,4
2013,717,7
2013,716,3
2013,1791,2
2013,714,7
2013,713,5
2013,712,8
2013,711,5
2013,1266,2
2013,661,6
2013,2106,1
2013,6842,1
2013,1264,1
2013,655,3
2013,15756,1
2013,1069,2
2013,1068,2
2013,2179,1
2013,2493,1
2013,1061,1
2013,4963,1
2013,1063,2
2013,1062,3
2013,5304,1
2013,1064,2
2013,30691,1
2013,1066,1
2013,18250,1
2013,1669,3
2013,1667,2
2013,1666,1
2013,1665,2
2013,1664,2
2013,1663,2
2013,1661,2
2013,1660,3
2013,591,8
2013,590,9
2013,593,3
2013,592,10
2013,595,6
2013,8236,1
2013,597,6
2013,6597,1
2013,599,9
2013,598,8
2013,4327,1
2013,4326,1
2013,3140,1
2013,11058,1
2013,3142,1
2013,2828,1
2013,3146,1
2013,1709,1
2013,2824,1
2013,2826,1
2013,2820,1
2013,3387,1
2013,3384,1
2013,3382,1
2013,2602,1
2013,3380,1
2013,7633,1
2013,5418,1
2013,1409,2
2013,9281,1
2013,1403,1
2013,1400,5
2013,1407,3
2013,1406,1
2013,1404,1
2013,1546,3
2013,449,11
2013,448,11
2013,1339,2
2013,1338,2
2013,693,2
2013,443,10
2013,442,9
2013,441,5
2013,440,12
2013,447,8
2013,1330,2
2013,445,14
2013,1332,3
2013,15402,1
2013,691,8
2013,9844,1
2013,1542,1
2013,8125,1
2013,9848,1
2013,5775,1
2013,1543,2
2013,39,163
2013,38,113
2013,1961,2
2013,33,142
2013,32,197
2013,31,168
2013,30,336
2013,37,141
2013,36,110
2013,35,168
2013,34,754
2013,1241,1
2013,640,9
2013,643,5
2013,1242,2
2013,1533,2
2013,644,6
2013,1247,2
2013,646,2
2013,1249,3
2013,648,5
2013,3098,1
2013,1539,4
2013,84892,1
2013,339,7
2013,338,14
2013,335,6
2013,334,7
2013,337,7
2013,336,10
2013,331,7
2013,330,10
2013,333,9
2013,332,17
2013,4103,2
2013,11226,1
2013,11225,1
2013,5347,1
2013,5126,1
2013,15248,1
2013,1938,1
2013,15277,1
2013,2118,1
2013,19527,1
2013,3464,1
2013,8,1210
2013,6614,1
2013,61099,1
2013,19523,1
2013,3462,1
2013,5951,1
2013,10841,1
2013,10845,1
2013,195771,1
2013,11532,1
2013,4070,1
2013,4072,1
2013,5795,1
2013,3965,1
2013,6985,1
2013,3968,1
2013,3634,1
2013,3635,1
2013,19521,1
2013,3505,1
2013,1454,2
2013,3265,1
2013,152,36
2013,4613,1
2013,2345,10
2013,2344,8
2013,2347,13
2013,2346,6
2013,2341,1
2013,2340,2
2013,2343,3
2013,2342,2
2013,4615,1
2013,2349,23
2013,2348,14
2013,2469,1
2013,19986,1
2013,4617,2
2013,1350,2
2013,10933,1
2013,9118,1
2013,2489,1
2013,1889,3
2013,1888,2
2013,1886,1
2013,4464,1
2013,1884,1
2013,3706,1
2013,1882,1
2013,1880,1
2013,1595,1
2013,6446,1
2013,2123,2
2013,2125,2
2013,2124,3
2013,948,3
2013,949,7
2013,946,2
2013,947,5
2013,944,1
2013,945,2
2013,4660,2
2013,943,5
2013,940,4
2013,941,5
2013,81653,1
2013,5750,1
2013,17264,1
2013,11715,1
2013,6034,1
2013,2659,1
2013,2658,1
2013,6912,1
2013,2653,1
2013,21893,1
2013,2657,1
2013,2656,1
2013,133,41
2013,132,44
2013,131,27
2013,130,42
2013,137,40
2013,136,33
2013,135,42
2013,134,30
2013,20774,2
2013,139,51
2013,138,47
2013,49227,1
2013,3418,2
2013,3419,1
2013,5924,1
2013,5348,1
2013,4868,1
2013,2019,2
2013,2018,3
2013,2015,4
2013,4863,1
2013,4866,1
2013,2010,1
2013,2013,2
2013,2012,1
2013,18483,1
2013,1452,1
2013,10284,1
2013,17715,1
2013,1937,1
2013,17713,1
2013,7005,1
2013,183,32
2013,1794,5
2013,3560,1
2013,1453,1
2013,7251,1
2013,7252,1
2013,3335,1
2013,3568,1
2013,10592,1
2013,4485,1
2013,4486,1
2013,5613,1
2013,8970,1
2013,41461,1
2013,4489,1
2013,2903,1
2013,2902,2
2013,7878,1
2013,708,4
2013,709,6
2013,6853,1
2013,15743,1
2013,704,4
2013,705,6
2013,2156,1
2013,707,4
2013,700,17
2013,701,6
2013,702,4
2013,703,4
2013,88,67
2013,89,88
2013,2486,2
2013,82,87
2013,83,70
2013,80,155
2013,81,64
2013,86,71
2013,87,103
2013,84,100
2013,7136,1
2013,762,2
2013,5313,1
2013,5316,1
2013,1658,3
2013,1659,1
2013,13026,1
2013,1652,2
2013,1388,1
2013,1651,2
2013,1656,2
2013,1657,1
2013,8525,1
2013,411,7
2013,586,7
2013,587,4
2013,584,8
2013,585,10
2013,582,4
2013,6586,1
2013,580,12
2013,581,1
2013,5273,1
2013,8751,1
2013,588,11
2013,589,4
2013,7624,1
2013,1985,4
2013,3157,2
2013,3155,1
2013,3154,1
2013,1634,1
2013,2835,1
2013,2833,1
2013,9541,2
2013,11085,1
2013,1983,1
2013,5688,1
2013,1434,3
2013,3392,1
2013,1433,1
2013,7398,1
2013,1431,1
2013,3399,2
2013,418,7
2013,4655,1
2013,3213,2
2013,1438,3
2013,1731,2
2013,40280,1
2013,1541,2
2013,1348,2
2013,459,14
2013,4468,1
2013,450,19
2013,451,13
2013,452,8
2013,453,4
2013,454,4
2013,455,9
2013,1346,1
2013,457,4
2013,1377,3
2013,6929,1
2013,1082,2
2013,3700,1
2013,8114,1
2013,4731,1
2013,7713,1
2013,26745,1
2013,5541,1
2013,4463,1
2013,656,6
2013,657,11
2013,1500,11
2013,1501,2
2013,652,6
2013,653,8
2013,1504,2
2013,651,4
2013,1509,3
2013,3080,2
2013,658,7
2013,659,3
2013,8377,1
2013,3943,2
2013,3944,1
2013,2480,1
2013,13699,1
2013,13809,1
2013,3886,1
2013,3883,1
2013,2126,2
2013,12574,1
2013,4664,1
2013,25914,1
2013,31421,1
2013,2128,2
2013,10742,1
2013,568,2
2013,942,3
2013,16505,1
2013,4913,1
2013,4009,1
2013,13711,1
2013,4002,1
2013,1081,2
2013,3971,1
2013,323,13
2013,320,23
2013,321,12
2013,326,8
2013,327,20
2013,324,15
2013,325,13
2013,3978,2
2013,328,15
2013,329,18
2013,4942,1
2013,3621,1
2013,3622,1
2013,19887,1
2013,12500,1
2013,566,1
2013,2533,1
2013,7874,1
2013,10729,1
2013,2331,1
2013,2332,2
2013,2333,2
2013,2334,4
2013,2335,4
2013,4712,1
2013,2337,3
2013,2338,4
2013,2339,2
2013,1291,2
2013,6134,1
2013,6135,1
2013,1995,1
2013,1590,1
2013,16477,1
2013,3710,1
2013,4959,1
2013,1592,2
2013,2711,1
2013,4471,1
2013,4470,1
2013,4473,1
2013,5176,1
2013,6000,4
2013,2575,1
2013,1343,3
2013,2484,2
2013,4674,1
2013,2482,1
2013,4671,1
2013,1598,4
2013,2248,5
2013,2249,1
2013,2244,3
2013,2245,1
2013,2246,2
2013,2247,1
2013,2240,3
2013,2242,3
2013,2243,3
2013,995,39
2013,994,20
2013,997,34
2013,996,41
2013,991,21
2013,990,16
2013,993,17
2013,992,22
2013,5146,1
2013,31370,1
2013,999,120
2013,998,88
2013,120,188
2013,121,47
2013,122,45
2013,123,32
2013,124,40
2013,125,42
2013,126,40
2013,127,39
2013,128,48
2013,129,79
2013,7249,1
2013,8147,1
2013,17014,1
2013,3416,1
2013,4877,1
2013,1023,3
2013,3417,1
2013,7435,1
2013,11043,1
2013,4308,1
2013,26005,1
2013,2069,1
2013,2798,1
2013,2799,1
2013,1187,3
2013,13492,1
2013,13490,1
2013,2064,1
2013,3413,1
2013,521,10
2013,14117,1
2013,1182,3
2013,3371,1
2013,9307,1
2013,10126,1
2013,9302,1
2013,5098,1
2013,5090,1
2013,83810,1
2013,5095,1
2013,3573,1
2013,7248,1
2013,2666,2
2013,2667,2
2013,2664,1
2013,4492,1
2013,2660,1
2013,1748,3
2013,7385,1
2013,6440,1
2013,4499,1
2013,2669,1
2013,1359,1
2013,2938,1
2013,2939,1
2013,2936,1
2013,2937,2
2013,4855,1
2013,2932,1
2013,10547,1
2013,1559,1
2013,3798,1
2013,1645,1
2013,1644,2
2013,1641,1
2013,1640,3
2013,1643,2
2013,1642,2
2013,1835,1
2013,8814,1
2013,13535,1
2013,728,7
2013,3794,1
2013,1743,1
2013,7681,1
2013,8190,1
2013,13033,1
2013,8170,1
2013,579,4
2013,578,2
2013,604,5
2013,573,5
2013,572,7
2013,571,4
2013,570,5
2013,577,10
2013,576,7
2013,575,4
2013,574,6
2013,606,5
2013,3169,2
2013,3166,1
2013,601,3
2013,2800,1
2013,18299,1
2013,3161,1
2013,1271,1
2013,16081,1
2013,1424,1
2013,5434,1
2013,1426,2
2013,1429,3
2013,1428,1
2013,5438,1
2013,5439,1
2013,939,2
2013,731,2
2013,730,6
2013,733,3
2013,732,5
2013,735,6
2013,734,4
2013,737,6
2013,736,7
2013,739,4
2013,738,8
2013,8107,1
2013,1358,4
2013,469,7
2013,468,20
2013,4275,1
2013,4274,1
2013,465,13
2013,464,6
2013,467,9
2013,466,13
2013,1357,5
2013,1356,3
2013,463,12
2013,462,9
2013,6240,1
2013,70054,1
2013,15397,1
2013,14420,1
2013,14421,1
2013,18021,1
2013,2159,1
2013,4750,1
2013,1519,2
2013,1518,1
2013,1515,6
2013,1517,1
2013,4865,1
2013,1511,2
2013,1510,2
2013,1513,1
2013,15266,1
2013,5884,1
2013,1275,1
2013,6556,1
2013,28169,1
2013,6558,1
2013,22328,1
2013,3186,2
2013,3214,1
2013,3180,1
2013,3181,1
2013,3183,2
2013,7470,1
2013,22321,1
2013,3188,1
2013,4227,1
2013,16519,1
2013,5579,1
2013,6637,1
2013,4013,1
2013,4012,1
2013,4010,1
2013,4017,1
2013,4015,1
2013,357,9
2013,356,9
2013,355,6
2013,354,29
2013,7500,1
2013,352,14
2013,351,12
2013,350,21
2013,3985,1
2013,3986,1
2013,3987,4
2013,3980,1
2013,3981,1
2013,359,14
2013,358,10
2013,83946,1
2013,19504,1
2013,2008,3
2013,6121,1
2013,6123,1
2013,1900,1
2013,22077,1
2013,6129,1
2013,2323,4
2013,2322,5
2013,2321,3
2013,2320,3
2013,2327,3
2013,2326,3
2013,2325,2
2013,2324,2
2013,2329,3
2013,2328,2
2013,1113,2
2013,289,20
2013,288,13
2013,10958,1
2013,1444,2
2013,4600,1
2013,281,16
2013,280,23
2013,283,14
2013,282,13
2013,285,17
2013,284,17
2013,287,20
2013,286,18
2013,3763,1
2013,3764,1
2013,3769,1
2013,1440,1
2013,14994,1
2013,263,19
2013,262,24
2013,261,16
2013,260,22
2013,267,21
2013,266,14
2013,265,11
2013,264,15
2013,1031,3
2013,269,21
2013,268,21
2013,2499,3
2013,19919,1
2013,1563,1
2013,6015,1
2013,3564,1
2013,4608,1
2013,4642,1
2013,4640,1
2013,13550,1
2013,2495,2
2013,4647,1
2013,2497,1
2013,1565,2
2013,3243,1
2013,2193,1
2013,1294,2
2013,2259,2
2013,2258,3
2013,2257,3
2013,2256,3
2013,2255,2
2013,1295,2
2013,8052,1
2013,2252,2
2013,7890,1
2013,2250,5
2013,2477,1
2013,988,13
2013,989,23
2013,2472,1
2013,2470,1
2013,982,11
2013,983,7
2013,980,9
2013,981,12
2013,986,20
2013,987,7
2013,984,19
2013,985,15
2013,115,66
2013,114,53
2013,117,125
2013,116,80
2013,111,42
2013,110,63
2013,113,39
2013,112,57
2013,18960,1
2013,119,84
2013,118,62
2013,4800,1
2013,3227,1
2013,2787,1
2013,4803,1
2013,2781,1
2013,2783,1
2013,10593,1
2013,9579,1
2013,2078,1
2013,8395,1
2013,2072,2
2013,2070,3
2013,2077,2
2013,2076,3
2013,3226,2
2013,10131,1
2013,10132,1
2013,14124,1
2013,10138,1
2013,10139,1
2013,18461,1
2013,2203,1
2013,9648,1
2013,9316,1
2013,9641,1
2013,7271,1
2013,3500,1
2013,3502,1
2013,3503,1
2013,2175,1
2013,820,2
2013,2671,2
2013,9792,1
2013,2673,1
2013,2677,1
2013,2676,1
2013,2679,1
2013,2678,2
2013,2929,1
2013,6831,1
2013,14388,1
2013,6837,1
2013,15725,1
2013,2920,2
2013,15728,1
2013,2922,3
2013,2924,1
2013,20403,1
2013,5330,1
2013,2907,1
2013,14637,1
2013,8411,1
2013,1630,3
2013,1631,1
2013,1984,5
2013,1633,2
2013,1982,3
2013,3211,1
2013,1636,3
2013,1637,3
2013,1638,1
2013,1639,1
2013,3218,2
2013,3219,3
2013,1988,2
2013,1989,1
2013,8825,1
2013,706,3
2013,15098,1
2013,569,4
2013,2816,1
2013,3576,1
2013,2178,2
2013,560,6
2013,561,14
2013,562,7
2013,563,9
2013,564,5
2013,565,7
2013,18738,1
2013,567,7
2013,3178,1
2013,3171,1
2013,3173,2
2013,14259,1
2013,3174,1
2013,29553,1
2013,7085,1
2013,1188,1
2013,1189,2
2013,1186,4
2013,5424,1
2013,1184,4
2013,1185,1
2013,3373,1
2013,1183,5
2013,1180,3
2013,3370,1
2013,726,8
2013,727,4
2013,724,3
2013,725,4
2013,722,5
2013,723,4
2013,720,2
2013,721,7
2013,1745,2
2013,1747,3
2013,1740,1
2013,1741,1
2013,1742,4
2013,729,3
2013,6495,1
2013,23533,1
2013,1167,4
2013,1160,2
2013,1161,3
2013,1162,3
2013,1163,3
2013,13957,1
2013,7693,1
2013,4245,1
2013,1168,1
2013,1169,5
2013,4240,1
2013,1204,2
2013,5523,1
2013,5525,2
2013,5528,1
2013,7294,1
2013,1489,2
2013,1366,2
2013,14616,1
2013,48,167
2013,49,182
2013,46,130
2013,47,136
2013,44,117
2013,45,158
2013,42,123
2013,43,119
2013,40,380
2013,41,131
2013,1568,1
2013,1569,2
2013,1298,1
2013,7468,1
2013,20899,1
2013,1292,1
2013,1561,2
2013,1290,1
2013,85,61
2013,29170,1
2013,1297,4
2013,1566,1
2013,1567,2
2013,31358,1
2013,8486,1
2013,24024,1
2013,2424,1
2013,1361,1
2013,1711,1
2013,15271,1
2013,8555,1
2013,2782,1
2013,24021,1
2013,35090,1
2013,8000,1
2013,8002,1
2013,1716,3
2013,6547,1
2013,1715,1
2013,30880,1
2013,4391,1
2013,5255,1
2013,4394,1
2013,4395,1
2013,4396,1
2013,472,12
2013,473,9
2013,3195,1
2013,471,13
2013,476,6
2013,477,5
2013,474,11
2013,475,8
2013,478,10
2013,479,10
2013,2916,1
2013,1368,1
2013,1369,3
2012,14197,1
2012,4026,1
2012,1615,2
2012,11380,1
2012,19397,1
2012,5981,1
2012,344,10
2012,345,10
2012,346,13
2012,347,14
2012,340,13
2012,341,11
2012,3999,2
2012,343,9
2012,3997,2
2012,3994,2
2012,348,15
2012,349,10
2012,3991,1
2012,4844,1
2012,5992,1
2012,4684,1
2012,1158,1
2012,3002,1
2012,6150,1
2012,6152,1
2012,3688,1
2012,2919,1
2012,962,7
2012,4734,1
2012,2319,2
2012,2317,1
2012,4738,1
2012,4739,1
2012,2312,1
2012,2313,1
2012,6798,1
2012,2311,2
2012,5851,1
2012,5852,2
2012,299,26
2012,296,14
2012,297,22
2012,294,18
2012,295,17
2012,292,14
2012,293,16
2012,290,19
2012,291,15
2012,3773,1
2012,586,5
2012,3680,1
2012,587,4
2012,2147,2
2012,6292,1
2012,270,29
2012,271,11
2012,272,15
2012,273,20
2012,274,23
2012,275,37
2012,276,8
2012,277,15
2012,278,12
2012,279,10
2012,6586,1
2012,1780,2
2012,12014,1
2012,642,1
2012,1132,3
2012,7880,1
2012,2260,2
2012,2266,1
2012,2264,1
2012,2265,1
2012,2440,1
2012,2441,1
2012,9529,1
2012,1004,9
2012,10703,1
2012,9525,1
2012,2449,1
2012,9250,1
2012,108,71
2012,109,47
2012,1370,1
2012,7861,1
2012,97592,1
2012,102,62
2012,103,72
2012,100,680
2012,101,69
2012,106,46
2012,107,51
2012,104,49
2012,105,63
2012,2046,2
2012,4811,1
2012,2045,1
2012,4817,1
2012,2043,1
2012,2040,3
2012,1171,1
2012,2188,1
2012,17876,1
2012,2048,1
2012,6378,1
2012,9413,1
2012,2159,1
2012,9616,1
2012,10142,1
2012,18457,1
2012,1213,1
2012,9638,3
2012,4970,1
2012,4243,1
2012,9630,1
2012,9612,1
2012,2835,2
2012,9636,1
2012,2638,1
2012,8946,1
2012,1210,1
2012,3516,1
2012,6205,1
2012,2689,1
2012,6202,1
2012,2685,1
2012,2686,1
2012,2687,1
2012,14625,1
2012,342,9
2012,5292,1
2012,3998,1
2012,6800,1
2012,5293,1
2012,99,189
2012,98,132
2012,49943,1
2012,9743,1
2012,91,200
2012,90,132
2012,93,81
2012,92,61
2012,95,86
2012,94,71
2012,97,106
2012,96,88
2012,1991,1
2012,1622,1
2012,1993,4
2012,1620,3
2012,1627,1
2012,1994,5
2012,1997,6
2012,3200,3
2012,1999,7
2012,1998,9
2012,1629,1
2012,1628,1
2012,3209,1
2012,2869,1
2012,3013,1
2012,2860,1
2012,559,4
2012,558,7
2012,2867,1
2012,555,4
2012,554,9
2012,557,4
2012,556,6
2012,551,10
2012,550,6
2012,553,12
2012,552,3
2012,12940,1
2012,3296,1
2012,1199,3
2012,1198,1
2012,1365,3
2012,1191,4
2012,3343,1
2012,1193,2
2012,1192,3
2012,1195,3
2012,1194,3
2012,3344,1
2012,1196,2
2012,1759,3
2012,1758,2
2012,1757,1
2012,1756,1
2012,1755,1
2012,1754,1
2012,1753,2
2012,1752,2
2012,1751,1
2012,1750,2
2012,8163,1
2012,6977,1
2012,1215,3
2012,1174,1
2012,1173,5
2012,8165,1
2012,1170,1
2012,31124,1
2012,1179,4
2012,1178,4
2012,1007,6
2012,4977,1
2012,510,10
2012,1875,3
2012,1005,7
2012,644,5
2012,1285,1
2012,1284,3
2012,1287,1
2012,1286,2
2012,1281,2
2012,1280,2
2012,1283,2
2012,1282,3
2012,515,11
2012,1289,2
2012,1288,1
2012,514,12
2012,7189,2
2012,689,6
2012,1001,68
2012,1573,2
2012,1572,1
2012,687,11
2012,1000,265
2012,681,1
2012,680,6
2012,683,4
2012,1574,4
2012,1227,4
2012,3433,1
2012,622,7
2012,8384,1
2012,8383,1
2012,1225,6
2012,7979,1
2012,873,3
2012,1224,5
2012,1223,2
2012,3437,1
2012,626,3
2012,15043,1
2012,15047,1
2012,8507,1
2012,4382,3
2012,4381,1
2012,1220,3
2012,4384,1
2012,407,7
2012,406,10
2012,405,8
2012,1372,1
2012,1375,2
2012,402,5
2012,401,10
2012,400,43
2012,1379,1
2012,4596,1
2012,409,9
2012,408,7
2012,3830,1
2012,1344,1
2012,2030,2
2012,3838,1
2012,1345,3
2012,2749,2
2012,10886,1
2012,1346,1
2012,13726,1
2012,2748,1
2012,1347,2
2012,10889,1
2012,2318,1
2012,11377,1
2012,13604,1
2012,5661,1
2012,379,6
2012,378,8
2012,22274,1
2012,371,11
2012,370,6
2012,373,7
2012,2038,1
2012,375,7
2012,374,8
2012,377,9
2012,376,10
2012,3093,1
2012,15000,7
2012,393,13
2012,392,11
2012,391,5
2012,390,4
2012,397,11
2012,396,16
2012,395,15
2012,394,6
2012,399,26
2012,398,20
2012,41069,1
2012,6785,1
2012,2301,1
2012,2300,1
2012,2303,1
2012,2302,2
2012,4721,1
2012,4720,1
2012,2307,1
2012,2306,1
2012,5847,1
2012,898,7
2012,4676,1
2012,11280,1
2012,15008,1
2012,17620,1
2012,4919,1
2012,298,16
2012,3749,1
2012,3203,2
2012,3742,1
2012,3741,1
2012,245,14
2012,244,25
2012,247,15
2012,246,25
2012,241,18
2012,240,35
2012,243,29
2012,242,13
2012,249,26
2012,248,18
2012,19963,1
2012,2277,1
2012,6469,1
2012,2271,1
2012,2270,1
2012,2273,1
2012,2272,1
2012,12005,2
2012,12002,1
2012,2278,2
2012,12000,1
2012,12001,1
2012,19566,1
2012,1145,3
2012,5836,1
2012,2198,1
2012,2459,1
2012,2454,1
2012,9535,1
2012,2453,1
2012,2452,2
2012,179,24
2012,178,30
2012,177,23
2012,176,18
2012,175,23
2012,174,69
2012,173,31
2012,172,32
2012,171,25
2012,170,40
2012,3698,1
2012,2050,1
2012,2053,1
2012,2055,1
2012,2056,1
2012,3690,1
2012,2058,1
2012,4824,1
2012,4825,1
2012,4530,1
2012,3695,1
2012,10628,1
2012,7982,1
2012,12139,1
2012,7984,1
2012,7987,1
2012,6361,1
2012,653,5
2012,1110,1
2012,9331,1
2012,651,1
2012,11974,1
2012,3526,2
2012,4982,2
2012,3524,1
2012,3522,1
2012,3523,1
2012,20646,1
2012,1364,2
2012,16934,1
2012,1509,2
2012,7215,1
2012,8593,1
2012,1977,2
2012,2699,1
2012,1600,1
2012,2697,1
2012,4651,1
2012,2692,1
2012,2690,3
2012,3226,2
2012,4652,1
2012,1972,2
2012,20398,1
2012,1607,3
2012,1115,2
2012,1362,1
2012,1968,1
2012,1969,3
2012,7322,1
2012,1616,3
2012,1965,3
2012,1614,3
2012,1967,1
2012,1960,1
2012,809,3
2012,1610,1
2012,1963,2
2012,1363,1
2012,2908,1
2012,2875,1
2012,2874,1
2012,3355,1
2012,3356,1
2012,3351,1
2012,3359,1
2012,4989,2
2012,4917,1
2012,1768,2
2012,1769,2
2012,1763,2
2012,1760,1
2012,1767,3
2012,1764,3
2012,1765,2
2012,1142,1
2012,1143,3
2012,1140,3
2012,1141,2
2012,1146,5
2012,1147,1
2012,1144,1
2012,8159,1
2012,1148,1
2012,2967,1
2012,40795,1
2012,2762,1
2012,50083,1
2012,5502,1
2012,11194,1
2012,692,6
2012,693,7
2012,690,6
2012,691,3
2012,696,6
2012,697,3
2012,1540,1
2012,695,5
2012,698,7
2012,699,8
2012,2268,1
2012,1549,4
2012,542,7
2012,543,5
2012,540,5
2012,541,5
2012,546,6
2012,547,4
2012,544,3
2012,545,4
2012,548,1
2012,549,1
2012,7197,1
2012,1782,1
2012,2969,1
2012,1785,1
2012,1786,2
2012,9988,3
2012,9989,2
2012,9987,2
2012,8020,1
2012,765,5
2012,8535,1
2012,15059,1
2012,15054,3
2012,7032,1
2012,5718,1
2012,5616,1
2012,15051,1
2012,414,6
2012,415,4
2012,416,10
2012,417,13
2012,410,7
2012,411,10
2012,412,10
2012,413,5
2012,1384,1
2012,1385,2
2012,1387,1
2012,418,8
2012,419,12
2012,1383,1
2012,3580,1
2012,3820,2
2012,8445,1
2012,2768,1
2012,19262,1
2012,4283,1
2012,4280,1
2012,20629,1
2012,2445,1
2012,1447,3
2012,1305,1
2012,368,10
2012,369,13
2012,366,5
2012,367,8
2012,364,11
2012,365,5
2012,362,9
2012,363,7
2012,360,15
2012,361,12
2012,22026,1
2012,5275,1
2012,380,12
2012,381,10
2012,382,8
2012,383,10
2012,384,9
2012,385,12
2012,386,13
2012,387,8
2012,388,9
2012,389,9
2012,4758,1
2012,13668,1
2012,19282,1
2012,6778,1
2012,1369,1
2012,13663,1
2012,4754,1
2012,16404,1
2012,39017,1
2012,9966,1
2012,3681,1
2012,9962,1
2012,1077,2
2012,9969,1
2012,7862,1
2012,5376,4
2012,8100,1
2012,3751,2
2012,3750,1
2012,3753,1
2012,2673,1
2012,3756,1
2012,4632,1
2012,258,21
2012,259,15
2012,2194,1
2012,2195,1
2012,2196,2
2012,2197,1
2012,252,25
2012,253,14
2012,250,62
2012,251,17
2012,256,18
2012,257,14
2012,254,19
2012,255,19
2012,2200,3
2012,2551,1
2012,2202,1
2012,12031,1
2012,12030,1
2012,11586,1
2012,6689,1
2012,75857,1
2012,2429,1
2012,2420,3
2012,9503,1
2012,900,12
2012,2426,1
2012,1848,1
2012,168,32
2012,169,28
2012,164,29
2012,165,35
2012,166,29
2012,167,23
2012,160,121
2012,161,47
2012,162,32
2012,163,36
2012,4839,2
2012,907,2
2012,3682,2
2012,4525,1
2012,4524,1
2012,3687,1
2012,4837,1
2012,4520,1
2012,6194,1
2012,2518,2
2012,1842,3
2012,2515,3
2012,2516,1
2012,9432,1
2012,4420,1
2012,2512,1
2012,2513,1
